""	"TCGA-24-1924-01"	"TCGA-25-1628-01"	"TCGA-13-0916-01"	"TCGA-20-1687-01"	"TCGA-13-2060-01"	"TCGA-23-1023-01"	"TCGA-20-1682-01"	"TCGA-30-1860-01"	"TCGA-61-1995-01"	"TCGA-29-1701-01"	"TCGA-09-0366-01"	"TCGA-29-2427-01"	"TCGA-09-1666-01"	"TCGA-29-1784-01"
"CFTR"	30	28	18	11	20	22	24	11	23	28	19	11	33	6
"CFTR-AS1"	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"CGA"	2	3	3	1	4	3	0	0	3	1	3	1	2	1
"CGAS"	15	17	20	7	16	10	17	17	19	14	15	13	10	15
"CGB1"	6	6	2	0	0	1	1	2	1	1	1	1	3	2
"CGB2"	9	12	1	0	1	9	0	0	4	10	10	3	1	0
"CGB3"	4	4	4	2	0	0	0	0	2	3	3	0	0	2
"CGB5"	2	0	4	0	0	0	0	0	2	1	2	1	0	1
"CGB7"	5	10	15	0	0	7	0	6	10	2	10	0	4	3
"CGB8"	2	3	0	0	3	2	1	0	0	0	0	0	0	0
"CGGBP1"	46	41	48	28	38	34	34	37	44	36	40	30	40	35
"CGN"	38	43	47	24	44	39	29	25	55	20	58	27	36	38
"CGNL1"	10	12	16	9	15	16	13	12	14	10	16	11	15	10
"CGREF1"	33	39	51	32	23	41	21	22	52	38	26	38	31	46
"CGRRF1"	49	48	41	35	27	49	40	30	49	43	52	27	32	41
"CH25H"	8	7	5	6	6	7	5	4	3	6	9	5	4	7
"CHAC1"	19	20	25	12	17	20	17	11	18	10	22	15	10	16
"CHAC2"	9	8	9	6	9	7	8	8	8	9	8	6	8	8
"CHAD"	9	14	5	12	1	10	3	2	12	4	17	8	8	4
"CHADL"	16	15	19	17	14	20	11	10	16	16	20	16	14	19
"CHAF1A"	21	27	35	14	13	26	25	19	27	16	20	18	18	20
"CHAF1B"	16	19	27	11	15	18	15	19	23	18	19	13	20	16
"CHAMP1"	20	23	23	19	19	20	20	15	22	21	23	16	22	20
"CHASERR"	59	56	77	39	54	56	51	46	61	58	70	44	52	50
"CHAT"	17	1	1	0	0	2	0	0	2	0	1	0	0	2
"CHCHD1"	19	17	20	18	19	19	20	20	19	20	19	17	17	20
"CHCHD10"	87	66	86	88	68	89	70	73	88	71	84	88	87	100
"CHCHD2"	22	20	23	20	20	19	19	20	21	21	23	18	19	23
"CHCHD3"	39	34	39	33	31	32	32	33	36	22	32	25	27	34
"CHCHD4"	17	19	21	18	17	18	15	14	18	16	19	17	20	16
"CHCHD5"	39	35	43	32	41	37	23	29	36	45	41	30	35	37
"CHCHD6"	32	38	39	18	21	33	29	30	36	30	37	25	25	28
"CHCHD7"	85	93	86	68	73	74	52	63	82	67	84	54	61	78
"CHD1"	41	69	55	55	52	53	42	31	73	33	56	38	44	39
"CHD1L"	49	39	55	23	49	36	23	15	48	30	68	29	42	44
"CHD2"	74	90	98	60	75	78	66	61	99	57	90	58	77	69
"CHD3"	88	98	104	64	79	92	74	57	98	56	106	69	73	63
"CHD4"	53	66	82	51	55	63	56	46	64	48	74	43	56	56
"CHD5"	5	8	10	5	3	10	3	2	11	6	7	3	2	11
"CHD6"	43	41	50	34	41	43	34	29	41	36	48	24	38	40
"CHD7"	45	58	51	49	44	56	38	22	67	33	47	37	39	50
"CHD8"	57	73	65	52	57	72	58	51	78	47	72	44	69	61
"CHD9"	60	67	77	38	48	81	57	47	80	47	62	47	54	58
"CHDH"	8	13	19	9	11	15	7	10	24	11	13	8	11	8
"CHEK1"	41	47	58	18	29	53	44	44	66	51	22	26	40	37
"CHEK2"	82	60	69	37	59	57	47	40	74	72	58	40	46	51
"CHERP"	42	51	58	36	45	48	42	33	57	35	58	36	43	45
"CHFR"	92	109	122	55	105	91	66	85	117	71	124	61	70	77
"CHGA"	36	8	26	1	19	24	8	6	9	5	23	13	3	7
"CHGB"	8	12	12	5	4	10	8	5	10	4	10	6	6	6
"CHI3L1"	52	42	57	33	44	42	41	40	43	30	52	50	35	49
"CHI3L2"	26	15	55	13	11	23	18	14	28	14	33	13	20	25
"CHIA"	0	0	6	0	3	0	0	0	3	2	2	0	0	2
"CHIC1"	17	14	14	8	13	13	17	18	13	13	16	10	13	17
"CHIC2"	18	14	17	13	16	17	11	11	17	18	18	14	17	16
"CHID1"	88	111	127	86	105	102	88	86	136	98	133	69	81	99
"CHIT1"	16	34	22	13	19	11	10	15	48	9	24	16	18	22
"CHKA"	43	43	50	33	32	41	39	32	60	36	45	31	35	45
"CHKB"	47	51	61	36	46	52	39	45	59	49	66	51	48	53
"CHKB-CPT1B"	17	16	25	5	6	18	8	15	22	7	28	13	18	22
"CHKB-DT"	6	5	9	3	5	6	6	6	5	6	6	6	5	7
"CHL1"	20	52	3	22	10	42	18	39	18	20	51	22	63	34
"CHL1-AS1"	0	4	0	0	0	1	0	1	1	1	2	0	2	3
"CHL1-AS2"	3	8	0	2	0	4	2	3	1	3	9	2	7	7
"CHM"	30	29	32	19	29	30	24	23	27	29	32	23	32	27
"CHML"	9	11	11	8	10	11	9	6	10	9	9	8	11	8
"CHMP1A"	46	50	64	34	37	51	31	34	56	34	58	23	47	42
"CHMP1B"	15	14	16	13	13	14	12	13	15	12	17	10	11	13
"CHMP1B-AS1"	10	8	10	2	7	9	8	5	4	8	9	6	8	8
"CHMP2A"	47	53	67	46	50	58	35	48	56	41	66	43	56	55
"CHMP2B"	39	30	34	31	31	34	34	35	39	37	38	19	34	34
"CHMP3"	50	40	38	33	45	45	35	41	64	49	52	33	33	55
"CHMP4A"	37	41	45	27	27	37	26	28	52	44	40	15	39	53
"CHMP4B"	13	13	14	13	13	13	13	13	13	13	14	12	13	13
"CHMP4C"	10	10	9	10	10	10	8	8	9	11	11	9	10	10
"CHMP5"	27	24	24	20	24	22	19	20	20	24	26	18	24	25
"CHMP6"	22	21	27	21	16	21	19	22	21	23	25	11	18	12
"CHMP7"	38	50	52	38	37	54	32	39	67	36	55	37	36	36
"CHN1"	61	61	78	22	31	55	48	44	50	45	49	29	77	63
"CHN2"	31	47	33	23	25	45	27	17	56	22	53	19	27	28
"CHN2-AS1"	0	1	1	1	0	2	1	0	2	1	3	0	1	0
"CHODL"	37	25	36	12	29	32	25	27	32	31	24	19	33	33
"CHODL-AS1"	3	0	3	1	2	1	1	3	3	3	1	3	4	2
"CHORDC1"	58	50	47	32	48	50	41	43	58	42	42	40	50	40
"CHP1"	24	31	26	19	31	40	20	24	45	24	36	23	33	24
"CHP2"	5	7	10	3	4	8	4	6	7	5	7	4	6	6
"CHPF"	32	34	31	30	30	38	29	18	30	25	33	25	31	26
"CHPF2"	34	29	32	29	27	34	27	27	30	24	31	23	27	29
"CHPT1"	54	48	69	35	44	46	40	54	69	50	68	34	35	55
"CHRAC1"	37	41	51	37	39	45	37	26	43	36	36	27	37	39
"CHRD"	21	37	36	9	9	38	27	9	28	12	52	11	7	15
"CHRDL1"	18	21	27	10	21	15	10	17	22	17	23	11	33	19
"CHRDL2"	15	3	37	3	5	19	8	5	8	6	11	4	6	5
"CHRFAM7A"	16	22	25	11	7	26	7	11	24	20	27	6	19	8
"CHRM1"	2	3	6	6	3	6	5	3	4	7	0	1	0	0
"CHRM2"	8	4	1	4	6	2	2	0	5	3	9	3	7	5
"CHRM3"	14	18	6	14	19	33	9	16	16	20	24	13	12	23
"CHRM3-AS1"	0	1	0	0	0	0	0	0	1	0	0	0	2	0
"CHRM3-AS2"	6	7	4	1	4	6	2	4	10	1	4	3	3	4
"CHRM4"	2	5	7	3	2	5	4	4	4	3	4	5	4	5
"CHRM5"	5	9	9	5	6	6	2	4	9	8	10	4	7	6
"CHRNA1"	18	23	14	7	7	18	6	8	12	14	6	6	7	14
"CHRNA10"	8	10	14	4	4	8	6	6	13	7	9	4	7	8
"CHRNA2"	0	5	5	0	0	1	2	2	5	1	3	3	1	3
"CHRNA3"	4	8	14	3	7	10	11	13	11	3	7	6	2	13
"CHRNA4"	3	9	3	17	0	39	0	0	12	0	11	0	0	2
"CHRNA5"	17	20	33	7	20	24	24	24	20	20	13	16	21	17
"CHRNA6"	7	11	8	7	4	4	4	3	9	5	16	6	5	14
"CHRNA7"	3	6	11	2	0	4	4	5	4	6	4	3	5	3
"CHRNA9"	2	2	8	0	0	6	1	0	8	5	5	0	0	2
"CHRNB1"	21	32	29	20	21	37	17	15	26	18	19	13	13	29
"CHRNB2"	3	4	5	3	3	4	3	2	4	2	5	0	4	4
"CHRNB3"	0	3	0	0	7	0	1	0	1	0	0	0	0	0
"CHRNB4"	7	12	16	6	21	14	18	13	22	11	18	11	10	16
"CHRND"	1	12	1	0	0	2	1	0	5	1	8	0	1	1
"CHRNE"	6	5	5	5	7	6	0	3	6	5	7	4	2	7
"CHRNG"	0	0	1	0	0	0	1	0	1	0	0	0	1	0
"CHROMR"	35	35	44	16	28	28	20	29	38	32	36	19	32	26
"CHST1"	13	16	19	15	13	20	14	19	16	13	15	15	8	16
"CHST10"	14	20	32	16	11	21	10	13	45	12	19	10	23	13
"CHST11"	35	37	35	21	23	43	31	31	39	35	44	31	26	35
"CHST12"	32	34	32	33	22	33	29	26	35	28	39	27	27	26
"CHST13"	6	7	7	4	5	6	4	4	7	5	9	6	6	5
"CHST14"	17	21	23	19	20	22	18	17	20	16	21	17	21	18
"CHST15"	27	33	37	31	20	35	26	26	32	26	35	23	26	30
"CHST2"	11	10	13	9	8	12	13	10	9	8	11	10	8	10
"CHST3"	8	10	10	9	7	11	12	11	11	8	8	9	8	9
"CHST4"	27	13	10	3	18	14	13	18	15	24	10	17	11	16
"CHST5"	7	9	12	6	4	10	6	5	7	6	11	8	9	9
"CHST6"	16	14	12	12	13	15	10	16	17	17	16	18	13	17
"CHST7"	7	8	10	6	6	8	7	6	7	7	8	6	5	8
"CHST8"	9	5	12	16	2	29	3	19	8	8	9	0	3	15
"CHST9"	29	14	27	5	5	22	32	27	8	16	4	5	8	29
"CHSY1"	22	32	39	16	18	24	18	15	30	11	18	19	18	22
"CHSY3"	6	9	7	8	7	9	7	6	4	7	6	7	7	4
"CHTF18"	63	80	92	37	54	82	61	62	87	33	98	42	45	69
"CHTF8"	41	44	50	32	33	41	39	43	50	43	60	35	44	50
"CHTOP"	61	64	64	52	60	56	51	51	68	52	63	44	55	59
"CHUK"	24	20	22	9	16	18	14	15	23	19	18	16	19	21
"CHURC1"	49	44	59	38	42	49	46	40	53	55	56	44	49	54
"CHURC1-FNTB"	17	12	19	0	9	17	14	13	21	10	21	11	11	20
"CIAO1"	32	30	36	27	34	30	22	28	34	31	36	26	28	32
"CIAO2A"	47	43	52	35	46	41	30	32	48	45	49	42	42	41
"CIAO2B"	30	29	36	21	30	30	30	29	29	33	39	24	27	31
"CIAO3"	62	74	82	58	53	82	42	71	77	66	96	54	48	86
"CIAPIN1"	57	65	80	38	55	70	40	44	76	55	67	37	52	66
"CIART"	28	34	64	33	50	31	27	26	46	28	48	21	22	36
"CIB1"	21	21	26	20	24	21	20	19	22	22	27	18	21	22
"CIB2"	42	36	46	19	33	50	37	30	52	38	51	25	29	32
"CIB3"	1	0	3	0	1	2	2	3	2	5	7	0	0	1
"CIB4"	0	3	4	0	1	7	8	2	3	2	4	2	2	0
"CIBAR1"	79	64	73	55	61	77	53	66	60	56	60	41	76	80
"CIBAR2"	10	8	7	3	7	7	5	5	5	4	12	6	7	19
"CIC"	52	60	64	50	49	57	42	51	63	48	60	42	53	59
"CICP18"	0	5	6	0	0	4	3	0	0	0	6	0	0	0
"CIDEA"	0	12	2	0	0	0	9	0	1	8	0	0	1	1
"CIDEB"	28	24	23	16	21	26	13	18	27	15	35	17	21	25
"CIDEC"	16	27	29	11	8	18	29	22	8	28	20	12	8	14
"CIITA"	71	64	111	70	70	83	59	63	80	47	94	83	61	76
"CILK1"	16	17	18	15	18	18	19	16	17	17	19	16	19	18
"CILP"	7	13	6	6	10	10	10	8	8	10	9	8	6	9
"CILP2"	14	24	19	14	11	21	17	9	17	16	19	9	7	15
"CINP"	44	38	50	20	48	36	25	32	47	34	41	23	37	34
"CIP2A"	36	34	30	13	39	30	25	35	42	21	27	18	20	28
"CIPC"	25	30	42	20	24	23	18	22	40	19	25	16	15	33
"CIR1"	21	20	26	18	22	22	10	16	22	20	27	18	23	17
"CIRBP"	136	148	195	115	102	159	132	95	180	112	189	87	127	157
"CIRBP-AS1"	5	5	7	4	6	6	5	5	6	4	6	4	4	5
"CISD1"	27	29	32	27	28	30	26	26	30	32	28	25	28	30
"CISD2"	25	25	28	18	26	27	23	24	26	29	28	21	23	25
"CISD3"	53	47	59	49	51	52	45	47	50	54	62	47	50	53
"CISH"	23	19	20	24	19	20	19	12	23	14	22	23	16	18
"CISTR"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"CIT"	49	45	53	25	43	54	30	26	61	55	47	15	22	31
"CITED1"	13	5	13	10	7	13	8	5	5	8	2	1	5	3
"CITED2"	41	38	40	36	40	46	49	41	40	43	48	33	40	46
"CITED4"	13	11	14	13	14	14	13	11	12	11	15	12	12	13
"CIZ1"	122	139	168	110	108	149	83	96	141	103	152	97	149	114
"CKAP2"	45	43	47	28	35	33	32	30	45	43	40	19	33	27
"CKAP2L"	26	16	19	12	23	15	11	15	21	26	15	13	11	18
"CKAP4"	15	19	18	14	14	16	15	11	15	12	19	13	12	16
"CKAP5"	58	57	63	46	58	57	52	43	64	50	44	44	57	49
"CKB"	125	120	165	83	114	97	66	84	131	114	113	58	67	105
"CKLF"	41	45	50	23	43	40	37	33	52	45	50	39	37	47
"CKLF-CMTM1"	12	11	13	10	10	12	14	7	12	16	18	6	8	6
"CKM"	5	4	6	1	3	5	2	2	4	6	5	4	3	6
"CKMT1A"	27	21	34	32	22	27	17	20	43	8	19	20	21	31
"CKMT1B"	32	25	45	40	32	49	47	41	72	19	27	37	38	50
"CKMT2"	25	25	49	35	24	36	33	45	68	28	23	16	35	37
"CKMT2-AS1"	27	35	28	17	27	30	20	17	35	17	31	20	16	20
"CKS1B"	57	50	58	42	56	47	41	50	52	50	53	41	37	57
"CKS2"	12	12	12	10	12	12	11	12	11	14	12	11	12	13
"CLASP1"	39	53	57	30	43	59	28	30	59	37	56	28	33	30
"CLASP1-AS1"	1	3	3	0	3	2	0	2	4	4	3	0	2	3
"CLASP2"	72	85	105	55	75	73	61	51	91	63	77	53	70	71
"CLASRP"	77	85	91	45	59	75	43	56	85	56	100	50	72	65
"CLBA1"	45	41	60	29	42	42	27	29	47	29	50	27	40	46
"CLC"	2	4	1	0	0	3	1	1	1	4	0	2	0	4
"CLCA1"	0	0	1	0	0	11	2	0	0	0	2	0	0	0
"CLCA2"	0	2	3	5	0	4	5	4	7	4	3	0	1	0
"CLCA4"	0	0	1	3	0	13	0	0	1	0	1	0	0	0
"CLCA4-AS1"	2	3	3	0	2	2	0	0	2	1	2	0	2	1
"CLCC1"	37	40	34	33	30	45	34	29	49	32	33	36	58	40
"CLCF1"	19	18	18	16	17	19	16	12	15	16	18	14	17	17
"CLCN1"	4	3	2	2	4	3	4	5	4	4	5	1	3	4
"CLCN2"	37	31	52	24	27	45	24	27	45	13	49	17	25	35
"CLCN3"	43	45	47	36	50	44	45	34	56	43	41	27	40	32
"CLCN4"	7	17	27	17	3	24	14	15	18	14	20	12	15	16
"CLCN5"	24	14	24	11	21	28	12	19	28	21	15	9	11	26
"CLCN6"	31	41	44	34	26	34	13	14	51	21	56	19	20	34
"CLCN7"	72	82	91	56	75	90	73	73	87	58	107	71	57	78
"CLCNKA"	4	23	41	9	2	29	8	11	36	12	39	11	6	16
"CLCNKB"	10	14	16	7	8	12	3	9	16	13	19	8	6	12
"CLDN1"	15	18	10	17	14	18	8	14	19	13	15	8	16	13
"CLDN10"	29	19	31	22	23	22	27	24	16	26	32	19	27	27
"CLDN10-AS1"	2	0	1	0	4	2	2	0	0	3	1	0	0	0
"CLDN11"	15	25	21	20	10	22	17	16	23	20	19	19	15	19
"CLDN12"	44	48	63	30	53	48	51	33	51	45	63	20	40	41
"CLDN14"	4	8	8	3	3	6	4	3	5	6	6	1	5	5
"CLDN15"	35	32	47	17	29	32	21	16	36	23	40	24	24	24
"CLDN16"	12	20	6	15	13	20	4	14	22	10	16	14	11	16
"CLDN17"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"CLDN18"	5	6	5	2	1	6	3	3	5	1	7	7	2	2
"CLDN19"	14	22	4	1	12	6	4	1	11	2	6	1	1	3
"CLDN2"	2	2	5	0	2	14	3	2	3	4	7	3	5	1
"CLDN20"	2	3	2	1	1	2	0	1	2	0	3	0	2	1
"CLDN22"	9	5	0	4	5	5	7	0	0	4	0	3	7	8
"CLDN23"	8	10	10	8	7	10	6	8	8	6	10	8	9	8
"CLDN24"	2	2	3	0	0	0	0	0	3	0	0	0	0	0
"CLDN25"	1	1	4	2	2	0	1	1	0	1	0	0	0	1
"CLDN3"	15	15	15	15	15	16	13	13	15	15	16	15	15	15
"CLDN34"	2	1	0	2	0	1	0	1	1	0	2	0	2	1
"CLDN4"	33	32	43	26	36	36	32	23	45	22	39	26	30	42
"CLDN5"	19	22	27	16	15	32	20	13	22	18	23	11	14	13
"CLDN6"	24	31	27	11	24	16	16	8	13	20	32	20	12	17
"CLDN7"	69	65	70	55	52	66	49	60	66	61	70	48	46	63
"CLDN8"	0	3	0	4	0	8	2	0	6	1	1	0	8	2
"CLDN9"	8	11	9	10	9	11	8	5	9	9	12	5	5	8
"CLDND1"	95	85	111	38	84	86	76	77	85	95	117	52	73	77
"CLDND2"	16	10	17	6	12	14	9	11	7	12	16	8	9	12
"CLEC10A"	21	18	13	13	19	19	14	18	28	18	23	9	9	22
"CLEC11A"	25	21	30	15	15	21	17	14	12	18	22	14	19	16
"CLEC12A"	18	25	23	10	29	10	13	17	18	17	26	10	17	22
"CLEC12A-AS1"	5	7	8	5	9	9	5	5	7	7	8	5	5	6
"CLEC12B"	0	7	4	2	2	1	1	1	4	5	7	0	4	1
"CLEC14A"	9	9	10	8	8	11	8	7	9	8	9	8	9	8
"CLEC16A"	35	57	66	48	40	48	37	35	51	31	62	33	32	31
"CLEC17A"	6	7	10	8	0	3	2	4	4	3	17	8	3	5
"CLEC18A"	22	26	30	12	8	22	13	10	11	27	9	10	8	7
"CLEC18B"	21	33	33	2	4	14	14	11	14	43	18	12	18	19
"CLEC18C"	21	28	29	3	6	11	8	2	2	35	11	4	6	9
"CLEC19A"	5	10	8	8	6	6	6	4	11	7	20	4	11	8
"CLEC1A"	17	21	15	12	10	17	12	7	14	19	17	12	11	18
"CLEC1B"	2	10	5	1	6	1	2	5	2	3	4	3	2	2
"CLEC20A"	0	2	0	0	0	0	0	0	0	2	0	0	0	0
"CLEC2A"	0	3	0	0	1	0	3	0	0	1	0	0	0	0
"CLEC2B"	21	26	18	10	20	16	13	17	22	16	26	16	20	13
"CLEC2D"	40	45	55	26	36	35	31	34	46	31	56	25	42	43
"CLEC2L"	3	3	14	2	14	7	2	4	4	12	1	0	3	7
"CLEC3A"	5	6	5	3	2	3	2	1	4	2	4	0	3	5
"CLEC3B"	11	14	18	6	11	13	7	10	10	8	19	11	7	12
"CLEC4A"	16	14	10	9	12	14	10	9	19	15	19	7	14	20
"CLEC4C"	1	6	8	1	2	3	6	1	3	3	5	2	2	7
"CLEC4D"	4	3	2	3	4	2	2	2	5	4	4	1	3	6
"CLEC4E"	29	16	12	9	17	17	12	20	13	20	25	14	20	19
"CLEC4F"	7	5	8	4	1	3	4	2	10	2	9	2	1	4
"CLEC4G"	7	0	3	1	0	6	3	0	3	1	2	0	0	0
"CLEC4M"	5	2	24	2	4	4	1	1	12	2	5	1	2	3
"CLEC4O"	3	1	6	2	1	12	5	1	0	2	1	6	0	4
"CLEC5A"	20	24	13	15	12	16	13	8	30	13	39	13	20	22
"CLEC6A"	4	3	2	2	2	2	2	3	4	2	4	3	3	5
"CLEC7A"	41	44	31	21	34	33	34	30	49	31	57	35	31	42
"CLEC9A"	6	3	4	9	5	3	5	3	3	3	5	6	6	5
"CLECL1"	10	9	8	7	7	4	9	6	14	8	18	7	13	11
"CLGN"	21	17	20	15	16	19	21	22	11	20	17	22	12	19
"CLHC1"	43	44	37	19	39	39	29	20	51	39	59	17	38	33
"CLIC1"	233	196	261	179	213	214	174	183	208	211	278	184	225	211
"CLIC2"	21	20	19	11	18	15	18	16	24	20	23	11	15	22
"CLIC3"	18	24	14	17	20	23	13	17	18	14	24	16	13	12
"CLIC4"	20	21	19	12	13	15	14	12	22	14	18	12	12	15
"CLIC5"	38	52	55	29	24	63	32	40	52	39	59	16	40	47
"CLIC6"	10	8	20	8	6	12	12	9	13	7	17	7	5	8
"CLINT1"	52	62	55	59	51	59	47	51	78	48	64	48	50	60
"CLIP1"	71	95	95	55	76	86	76	61	96	61	97	63	72	62
"CLIP1-AS1"	2	3	5	0	1	3	3	2	4	3	4	1	1	2
"CLIP2"	28	36	27	22	21	46	27	19	40	17	31	27	17	21
"CLIP3"	19	28	34	12	14	20	15	14	28	14	20	10	16	19
"CLIP4"	24	33	40	32	37	31	18	28	44	14	39	19	28	29
"CLK1"	82	75	97	59	80	83	51	64	81	62	92	56	81	63
"CLK2"	105	104	119	76	103	93	82	80	123	84	132	62	95	102
"CLK3"	84	118	140	83	78	108	70	82	135	80	136	86	121	106
"CLK4"	40	50	44	35	27	41	25	32	58	35	63	29	50	48
"CLLU1"	3	6	5	1	5	5	0	1	8	2	7	3	3	5
"CLMAT3"	0	4	3	2	2	5	3	1	4	2	2	1	3	1
"CLMN"	35	35	45	22	42	44	32	34	40	33	48	23	21	31
"CLMP"	10	14	8	11	9	25	11	11	10	12	10	12	8	10
"CLN3"	119	125	151	113	113	146	110	88	154	96	185	115	114	136
"CLN5"	28	26	25	26	27	28	22	21	25	27	30	22	28	25
"CLN6"	33	37	54	42	32	38	32	41	60	37	36	30	46	40
"CLN8"	38	42	36	30	25	49	29	22	40	36	43	32	27	30
"CLNK"	10	10	10	7	5	6	4	8	11	3	12	6	9	9
"CLNS1A"	79	80	92	60	74	81	66	68	87	75	133	56	75	75
"CLOCK"	33	29	32	22	30	28	32	30	30	34	37	25	31	29
"CLP1"	30	31	36	23	27	29	23	23	35	24	26	19	24	30
"CLPB"	39	44	52	44	46	70	40	39	56	50	44	40	40	43
"CLPP"	44	36	41	36	40	39	33	32	40	37	38	28	34	41
"CLPS"	0	9	5	3	1	6	3	3	5	2	6	3	2	0
"CLPSL1"	3	9	4	7	1	12	7	14	7	6	6	5	4	2
"CLPSL2"	5	2	6	2	0	7	4	5	4	5	3	6	2	3
"CLPTM1"	67	77	83	46	57	78	45	58	76	67	76	49	66	63
"CLPTM1L"	78	93	113	63	75	100	78	64	100	54	116	51	87	83
"CLPX"	27	39	42	30	32	32	26	28	46	22	37	21	37	26
"CLRN1"	0	6	15	0	2	1	1	1	5	0	3	0	2	1
"CLRN1-AS1"	6	5	14	1	1	2	2	1	10	3	5	3	2	2
"CLRN2"	0	0	3	0	0	0	0	0	0	1	0	0	0	0
"CLRN3"	0	2	2	3	0	7	1	0	4	1	4	2	2	1
"CLSPN"	32	34	44	17	32	19	36	21	35	19	23	20	26	26
"CLSTN1"	39	48	50	42	42	45	40	33	50	41	51	38	43	43
"CLSTN2"	11	10	14	9	5	17	8	16	14	7	12	8	14	15
"CLSTN2-AS1"	1	3	3	0	1	1	0	1	2	2	3	0	0	1
"CLSTN3"	43	90	93	28	47	74	48	39	78	26	100	27	28	39
"CLTA"	47	48	51	43	57	49	43	43	44	50	55	38	50	45
"CLTB"	30	34	36	41	28	40	28	26	32	33	38	26	30	35
"CLTC"	75	79	77	61	84	80	63	61	82	72	77	61	74	64
"CLTCL1"	17	26	32	22	31	37	29	18	29	16	36	15	24	32
"CLTRN"	7	6	9	6	7	6	6	6	7	6	7	5	8	5
"CLU"	144	143	158	186	103	189	128	113	182	110	128	137	150	121
"CLUAP1"	58	63	58	48	51	62	42	48	60	47	74	39	42	68
"CLUH"	89	91	106	57	64	79	48	48	94	46	85	58	66	70
"CLUL1"	40	63	61	24	23	31	23	28	37	9	65	8	37	44
"CLVS1"	23	27	11	6	23	28	16	4	15	14	18	17	6	21
"CLVS2"	1	0	0	0	0	0	1	0	0	0	1	0	0	0
"CLYBL"	28	27	33	31	29	26	26	22	28	24	28	28	28	36
"CLYBL-AS1"	1	0	0	0	0	1	1	0	2	0	0	0	0	0
"CLYBL-AS2"	0	0	1	0	0	0	0	0	0	0	1	1	0	0
"CMA1"	2	2	1	1	0	4	1	0	1	0	3	0	1	3
"CMAHP"	2	2	3	1	3	2	1	0	3	2	3	2	2	1
"CMAS"	19	26	39	24	19	19	24	22	32	21	33	15	25	21
"CMBL"	30	26	27	8	29	28	36	29	31	18	11	10	38	19
"CMC1"	60	58	70	40	58	53	51	45	54	61	65	52	67	58
"CMC2"	110	97	111	65	89	83	69	85	79	115	108	88	82	85
"CMC4"	14	12	18	12	12	13	13	13	14	13	17	13	17	18
"CMIP"	44	64	72	34	30	64	41	26	80	31	65	38	29	37
"CMKLR1"	31	28	26	17	19	23	20	22	31	16	33	21	20	28
"CMPK1"	31	26	30	18	18	25	27	28	34	24	33	14	20	35
"CMPK2"	42	40	45	24	28	34	22	29	29	32	45	25	37	35
"CMSS1"	33	35	43	21	35	34	26	22	34	33	30	21	37	30
"CMTM1"	10	20	17	6	10	11	11	10	14	8	23	5	10	10
"CMTM2"	10	5	9	1	7	8	3	1	4	9	12	0	6	2
"CMTM3"	64	96	79	62	52	89	64	61	90	67	103	62	65	79
"CMTM4"	25	36	36	28	29	33	28	28	33	29	37	24	27	28
"CMTM5"	2	6	2	0	0	5	1	0	2	2	0	0	0	0
"CMTM6"	21	29	18	24	21	20	15	11	25	17	24	14	24	16
"CMTM7"	51	59	52	56	48	57	39	32	57	50	62	44	56	50
"CMTM8"	16	15	18	16	17	17	16	12	17	16	17	15	16	17
"CMTR1"	31	32	39	23	25	32	23	24	31	21	35	21	26	28
"CMTR2"	29	30	28	16	21	21	21	13	33	20	33	15	25	26
"CMYA5"	12	15	22	9	18	18	6	11	16	11	18	14	7	14
"CNBD1"	3	3	0	2	0	7	0	1	3	2	4	1	2	1
"CNBD2"	16	20	19	17	17	19	12	6	16	17	22	11	14	15
"CNBP"	88	87	96	74	79	82	73	74	83	77	95	69	82	82
"CNDP1"	14	9	11	8	5	9	12	5	9	12	25	4	5	7
"CNDP2"	123	107	127	93	92	93	90	98	114	104	140	88	95	95
"CNEP1R1"	34	42	34	19	32	38	36	36	43	43	36	22	40	42
"CNFN"	9	10	10	9	7	9	8	8	8	11	9	8	7	13
"CNGA1"	6	22	24	13	20	8	11	20	16	10	25	33	6	13
"CNGA2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CNGA3"	1	2	5	0	0	4	0	0	0	1	2	1	0	1
"CNGA4"	2	4	3	3	2	3	1	1	4	2	5	2	4	2
"CNGB1"	13	15	18	6	11	15	9	8	13	16	18	13	6	10
"CNGB3"	6	5	9	2	7	9	4	2	10	11	9	4	3	14
"CNIH1"	58	62	68	55	50	67	63	57	64	68	71	49	56	59
"CNIH2"	18	31	43	8	16	36	24	22	32	20	24	12	24	16
"CNIH3"	36	37	56	39	41	42	38	21	42	31	56	23	33	38
"CNIH3-AS1"	0	0	1	0	0	0	2	0	1	0	2	0	0	0
"CNIH3-AS2"	0	2	6	2	4	2	5	1	4	0	4	0	0	3
"CNIH4"	57	55	67	47	54	57	53	54	48	59	61	52	50	55
"CNKSR1"	46	73	77	47	63	59	30	32	85	47	96	38	53	61
"CNKSR2"	15	18	27	11	7	15	15	9	17	21	8	3	19	20
"CNKSR3"	26	23	25	21	22	26	23	19	22	21	27	17	19	22
"CNMD"	0	4	1	0	0	6	1	0	1	2	1	2	0	0
